movie,rating,likes,dislikes,title,review
A Beautiful Mind,1,13,13,Why was this movie so popular?,"First off, the movie was not true to facts at all. I just saw the documentary a few days earlier and the movie wasn't anything like it. First of all Nash was a genius at mathematics and this is what the movie should have been about not a story about a man who was cured and who found love at the end and so on. Also there are a lot of scenes that were just plain wrong - the scene where he rode around with a bike at the campus happened in his early university years not after it. In my opinion Russell Crowe didn't fit to this part at all since he doesn't look the intelligent/individualist type, therefore he really couldn't play one. It would have been great if it would have focused more on the mathematics (similar to Pi) and not the over-dramatized lovelife. At this level ABM was too hollywood-ish and too superficial to be great. Personally I think he wasn't mad nor paranoid and he was onto something since people of that caliber tend to know more than we ""lesser mortals"". 5/10"
A Beautiful Mind,1,6,4,Disappointing,"Welcome to the Wonderful World of the West Coast - hey this one's for you fellas. Dull beyond belief. Poorly acted. The best I can say is it's cameo-like. A 'cinemography' which carefully leaves out all the nasty bits. Crowe saturation has been reached! Judging from this none of the characters here could act there way out of a paper bag - up there with some of the worst movies I have ever paid money to see. Who could forget the unforgettable ""Some Good Men"". This is worse."
A Beautiful Mind,1,15,17,A hack of a movie,"This is another hit for Bettany, and another dialed-in crapfest from Crowe. I do NOT GET the adulation awarded this film by critics. The screenwriters have completely bastardized a better story.Just for the sake of correctness, Nash didn't invent game theory as this work attempts to claim. He came up with a notion of equilibrium, which is simply brilliant and he more than deserves the Nobel. But Crowe does NOT. This was supposed to be a historical film, but due to Crowe's lackluster performance, backed up by his aggressive contractual negotiations, his character has been given credit for things he did not do! In a learned person's opinion, this is an irresponsible, and disgraceful film mainly due to Crowe's contractual screen time, which necessitated giving his character credit for things he should not have been portrayed as having done, and his totally crappy, dialed in performance.This was a typical Hollywood whitewash of the truth, and a typical Hollywood performance by Crowe. When will they just STOP handing this untalented hack roles like this?!It rates a 0.6/10 from...the Fiend :."
A Beautiful Mind,1,12,13,I was disappointed. WARNING:contains spoiler information.,"First of all, let me say that the featured comment on this movie cracks me up. ""A movie with a difference - It's realistic""? Ha. This movie is hardly realistic. It totally misrepresents the nature of Nash's delusions, and it criminally oversimplifies how game theory works. For example, schizophrenics never experience visual hallucinations, only auditory hallucinations, and Nash's delusions were hardly as quasi-patriotic and noble as the movie made them seem.This is your typical Hollywood movie, but perhaps because the eponymous mind was so brilliant, the movie has intellectual delusions of grandeur. Sure, the tolerably good plot makes it watchable, but this movie continually irritated me all the way through, primarily because it maintained a constant ponderous gravitas in an apparent attempt to suggest that there is some profound meaning deeper than the movie's plot. And that meaning just isn't there. The movie's huge mathematical, psychiatric, and biographical distortions were also frustrating. Competent acting and production are this movie's only redeeming qualities; the script is heavy, condescending, pretentious, and shallow. An awful, pretentious movie with no depth."
A Beautiful Mind,1,4,2,Adequate but over-rated,"this moive was such a sterotypical drama it was only made to win awards. it wasn't even in the top 25 best reviewed films of the year so why did it get nominated for best pic.  lord of the rings was robbed it was more popular and was the best reviewed film of the year and unlike a beautiful mind, people are actually going to remember lord of the rings years from now. memento was also robbed it should have been nominated for best picture also.4/10"
A Beautiful Mind,1,13,15,Fabrication,I am afraid to say that this is yet another example of Hollywood creating their own sanitized version of someone's life. What purports to be a biography is not - all the parts which may upset an American audience have been left out. Couple this with a wonderful example of incredibly bad acting from Crowe (I liked him in Gladiator and LA Confidential) and I am amazed that this got any Oscar nominations at all. If this film wins it will be a complete travesty.
A Beautiful Mind,1,11,12,unbelievably crass,"If A Beautiful Mind wins one Oscar, it will be a complete tragedy.  This BORING, SLOW, DULL film may whet the appetites of Academy members, but audiences have literally fallen asleep at theatres.Jennifer Connelly, normally an amazingly gifted screen presence, phoned-in her performance.  And whoever did her ""old lady"" make-up at the end of the film should be banished to infomercials.Russell Crowe was better in ""The Insider"" (so was his make-up)and if he gets the Oscar for this film, it's only because of ""name recognition.""  Voters seem to champion an actor for role after role simply because he's a hot commodity (witness Tom Hanks' Oscar run).And don't even get me started on the lame plot of the film.  Oops, too late. Haven't we seen the real person/dead person/hallucination thing enough already?  And better?  Fight Club and Sixth Sense used this trick with much better aplomb.A typical studio picture with little or no depth, A Beautiful Mind is a waste of time and an insult to serious film buffs everywhere."
A Beautiful Mind,1,10,11,Total Garbage!,"I walked into the movie theater.. getting ready to see ""A Beautiful Mind"". I had remembered looking in the papers and reading reviews for it. Every single review was not four stars but three and a half stars. How goofy is that!? Anyways - I walked in the theater. I was probably the only person in there under 30. That depressed me. I quietly sat down next to a bus load of senior citizens. The movie theater was silent. The movie started and I tried focusing on it. Halfway into it, I left. I have never done that to a movie before. I was falling asleep. So I went into Crossroads - which was pure trash.. but I got more of a thrill out of THAT  than ""A Beautiful Mind"". So after Crossroads got out, I decided to go back into ""A Beautiful Mind"" - which surprisingly was still dragging itself along.. for another HOUR! So after that got out.. I overheard some of the old geezers. They were saying things like ""That film was.. uh (cough, cough) brilliant"". It was actually pretty funny.I could see Ron Howard sitting in his fold-up director's chair with his bull-horn and baseball cap thinking about his oscar-winning speech as he's directing this oscar-dribble. What I'm trying to say is - this film was purely made to win the oscars. And with Oscar-dribble, I mean it's one of those movies that is completely oscar-worthy, and nothing else. The film-makers were full of themselves everone gave into it. I would not recommend this movie to anyone. It's purely oscar trash."
A Beautiful Mind,1,8,8,Perhaps the most overrated big Hollywood movie ever,"*A Beautiful Mind*This film is the most over rated film of 2001.  I don't know how on earth it won best picture, director, and nomination for best actor.  I just can't believe it.I saw the real John Nash on Larry King the other day and let me tell you his accent is nothing like the thing Russelle Crowe tried to do.  What kind of accent was Crowe using anyways?  Sure Jennifer Connelly did great but she wasn't supporting, she was lead actress!  That just shows the members of the academy didn't really see this movie they just gave into the hype and voted on it.I love movies of all genres.  I loved Forest Gump.  I should love a movie like this, but I don't.  As far as I saw it was just hype.  There is nothing special bout this movie.  It's just a film with  big name actor backed up by hype galore.  I still can't believe it won so many awards...*4/10*"
A Beautiful Mind,2,46,27,Dumb and Dumber!,"Gotta love those bio-pics that features five percent of a person'slife.  would have loved to see more of his ""real"" work. The actingwas beautiful, the costumes were beautiful.  The directing was alittle over sentimental, but I expected that going in. Great web site.Over all, a perfect film for the mass audience.  (As long as youdon't know anything about John Nash, who is one of my heros)"
A Beautiful Mind,2,7,5,"Great, if you've never heard of John Nash.","This was one of the worst films I have seen in recent memory. It was a human interest tale with no soul. The plot was deeply flawed. How can you have a biopic with a deeply flawed plot? I don't know but somehow this movie managed to make no sense. Russel Crowe plays Nash the way he plays every other character. This character works as a gladiator, not as mathematician. Don't get me wrong, I don't hate this movie because of any glaring factual errors, although I have been told there are many. No, this is a work of fiction, and it fails as such. There is nothing to connect to on a human level in this film, except Jennifer Connely, but one strong performance cannot save the bad script and uninspired direction. Avoid this film if any sort of internal consistency or humanity are important to you in film."
A Beautiful Mind,2,6,4,An Awful Movie,A trite story which glosses over John Nash's failings including his divorce from Alicia.  You wouldn't know that she was South American.  You don't know about his arrest in a sting or his child by another woman form the affair that continued through his marriage.  Performances are just OK.  Russell Crowe's West Virginia accent ends up sounding like something from the deep south and gets deeper as the movie goes on. Top films of all time?  This wasn't even the best film I saw in 2002.
A Beautiful Mind,2,4,2,Trite,"It has to be said that this would have been okay if it wasn't a patronizing fiction about schizophrenia. Sadly, Ron Howard has made a film which is a complete bastardization of the real story of John Nash.Let's forget that Nash's form of the mental illness was merely misinterpreting radio messages, as opposed to having 'imaginary' car chases from secret agents. Forget that he actually was quite good with women, having numerous relationships with them, as well as men. Let's even forget that the man was actually divorced from his wife, whilst also being a brilliant scientist with numerous accomplishments, and you might enjoy this film. Of course, that would take away the whole point of it being a 'true story'. Just remember that you are watching make-believe."
A Beautiful Mind,2,7,8,A well crafted fiction,One of those films that did really well during awards season that you then watch and don't see the fascination.
A Beautiful Mind,2,5,5,A Beautiful Mind,Another overrated movie with Crowe (ala Gladiator). This movie is slow & boring. The dialogue is sparsely entertaining and barely keeps any flow going.  Crowe is his usual mediocre-acting self (who will get glowing reviews of course). Connelly was solid but hardly Oscar worthy.  The movie was not developed very well especially in the beginning when his genius was in question. I fell asleep & I never fall asleep at the movies. Don't pay $9 for this one. Rent it if you're bored on a weekend. You may enjoy it but it's not a 'can't miss'. The Hollywood hype machine just keeps on rolling..
A Beautiful Mind,2,3,2,DON'T BELIEVE THE HYPE! THIS MOVIE IS NOT THAT GOOD!!,"seeing this movie (just recently) for the first time has shaken my faith in the academy, the critics and filmgoers everywhere.is this the film that won THE OSCAR for BEST FILM of 2001? come on, people! were you on something?i found ""a beautiful mind"" to be so inept and irredeemably stupid, that had i attended a test screening, i'd have recommended the studio shelf the movie, let alone submit it for consideration.""akiva goldsman writes a serious script"". the very thought seemed like a joke. but after the oscars and the critical and popular success, i assumed i was just wrong about him; maybe he really was a real writer. maybe the man who brought us the god-awful ""lost in space"" and ""batman returns"" (which featured the legendarily witty salvo, ""hi freeze, i'm batman"") was just making a living, waiting for his masterpiece to be produced? but all hopes were dashed in the first two minutes. this material is aimed at 6 year olds!how can people have serious debates over a movie where characters talk in nothing but expositions, literary quotes, lame jokes and regurgitated cliches? where mathematics, presumably a central theme, is shown as something incomprehensible that eggheads doodle? with a saturday morning cartoon villain/antagonist who taunts our hero about his failures, only to be mocked when he finally succeeds? where a govt. agent's briefing on soviet espionage consists of showing nash (and the audience) stock footage of a-bomb explosions, and nash's explanation of the meaning of a secret russian code meets the reply, ""thanks for all your help mr. nash, so-and-so will show you out""?in many ways, this movie is just as bad, if not worse, than any fictionalized biopic ever made in hollywood. would you believe you could still see, in the 21st century, a new movie where an actor in exaggerated old-age makeup accepts the nobel prize for economics with a speech about how the real meaning of life can be found ""in the equations of love""?! give me a break!one moment contained as good an unintentional laugh as any in goldsman's old turkeys. in the early stages, a man in the m.i.t. library gets a tribute from colleagues; each places his pen on the man's table. nash ""asks"" what this means and receives the explanation, along with us. when the obvious payoff to this scene arrives at a later stage, and nash receives the same tribute himself, the mushy string-music moment stretches on for a minute or two, and then nash actually says, almost directly into the camera: ""how totally unexpected"". how totally ridiculous!dreamworks continues to be a studio that makes only 3 kinds of films: calculated, soulless, test-marketed attempts to make a big box office; calculated, soulless, test-marketed attempts to win oscars, and, thereafter, a big box office; and spielberg films. it's the only time i can think of that a movie studio only contributed to cultural decline, without a single contribution (and yes, i do include ""american beauty"" and ""saving private ryan"" in that statement. haven't seen ""perdition"" yet, but i'm sure it's still accurate.)i hope nash's story will actually, one day, be made into a good movie, not a laughable ham-fest with rehashed sixth sense silliness."
A Beautiful Mind,2,2,1,has the whole world gone insane?,"A Beautiful Mind was not the Best Picture of the year.  I'm sorry, but that distinction goes to In the Bedroom.  A Beautiful Mind wasn't even in the top 20.  The story was, for the most part, predictable and not involving.  I won't even go into the many, many inaccuracies in the film.  The entire time I found myself just wishing the movie would end.First of all, Russell Crowe was far from convincing as a genius.  His accent was beyond inconsistent and he never, not for even the smallest moment, convinced me that he WAS John Nash.  I can find solace in the fact that he didn't get the Oscar for this overrated performance.  It's a shame they can't take back the one they gave him last year.Jennifer Connelly was decent in a role that I, among others, feel should not have been categorized as supporting.  Either way, it wasn't even the best supporting performance of the year.  That prize should have gone to Marisa Tomei.  I think Connelly is a very fine actress and if she deserved an Oscar it was for her performance in Requiem for a Dream in 2000.  She wasn't even nominated for that.  What a travesty.  But I digress...I saw nothing in the movie that would have warranted a Best Director nod for Ron Howard either.  He's a capable director, but this was nowhere near an Oscar-worthy job.  Take a look at what David Lynch did in Mulholland Dr. or what Christopher Nolan did in Memento or even Ridley Scott in Black Hawk Down.  These are examples of greatness.A Beautiful Mind is not an example of greatness.  It is an over-hyped, overrated, piece of fluff trying to sell itself as something meaningful. And way too many people bought it.  With such extraordinary pieces of work submitted this year, what a true shame that this refuse was given the distinction as the best."
A Beautiful Mind,2,2,1,Yet another example of why the Academy sucks,"A Beautiful Mind represents so much of what is wrong with Hollywood and the Oscars.  Though this film is largely vapid, trite, and completely fails to delve into John Nash's psyche at all, it presents the illusion of a strong character study.  The beautiful cinematography, musical score, and close-ups all work to create, like a formula, the illusion of feeling.  The audience sees (close-up + sad music + frustrated Russel Crowe = sad reaction).  Ron Howard provided the audience with all of the trappings they expect to see in an Oscar-calibre film and most moviegoing audiences have been trained to believe that slow-motion and nice cinematogrgraphy are the elements that make a good film.  Yet, this film completely lacks the kind of character development and true inner conflict that thrives in a film like Monster's Ball.  It is a veneer and never even attempts to get below the surface.  Ron Howard went fishing for an Oscar and got two.  The fact that Howard won an Oscar is embarrasing.  Not that he is an awful dirctor, but he's certainly not on the level that would warrant an Oscar.  He's best when he is simply entertaining -"
A Beautiful Mind,2,2,1,A Hollywood Illusion,I can scarcely believe that this is in line for best pcture and best director Oscars.  For me it seemed to be an OK movie with a good movie trying to get out.  This is almost the definition of a movie where the direction just hasn't quite nailed it.  Perhaps the casting was the problem - Jennifer Connelly was OK but Russell Crowe just never really seemed convincing in the part.  He did his best but I never really believed he was doing anything other than acting a part.  Oh well............ 5/10
A Beautiful Mind,2,2,1,Could do better,"If you consider yourself an intellectual or a seeker of truth, read the book and don't waste your time watching this piece of technicolor drivel.  The lies so far outweigh the truth as to make it a betrayal of its subject and its audience.  That is despite good performances by Crowe and Connelly and some others and three false scenes clever enough to justify themselves.I am not a mathematician or a scientist, but despite my lack of understanding, the first page of Sylvia Nasar's book was more interesting to me than the entire movie.Screenplays frequently change facts and oversimplify to convey important information or feelings efficiently and powerfully.  I'm not offended by such fictionalization per se.  But this movie takes a fascinating real story and completely ignores almost everything fascinating about it and tells a different, ridiculous story that would be journalistically justifiable but mediocre at best as art IF IT WERE TRUE ... which it is not.Until now I thought Moulin Rouge was the worst movie of the year ... I have revised my opinion."
A Beautiful Mind,2,2,1,Read the book,"Want to make a biographical film, but you don't think your subject is that interesting? Well, just make stuff up and throw it into the plot! John Nash's audio-hallucinations are too dull? Then make him have *visual* hallucinations that throw desks out of windows and have personal relationships with real people! Yes, that was all made up! Don't like the hispanicity of the woman he married? Make her Caucasian! There are many more such untrue aspects of this film. See the Wikipedia entry for this movie. One quote from Wikipedia: ""The narrative of the film differs considerably from the events of Nash's life, as filmmakers made choices for the sense of the story. The film has been criticized for this aspect, but the filmmakers said they never intended a literal representation of his life."" Oh, NOW they tell me. I wonder if the movie would have won as many awards if people had known that so much of it had never happened. I'll never trust another Ron Howard film."
A Beautiful Mind,2,2,2,Too long...,"Unfortunately, due to a type of treacherous nepotism in Hollywood, this mediocre movie won the honor which should not have been its due.  Ron Howard has played Salieri to much more deserving directors, with the academy's approval.  It will be quickly relegated to the ""what was that movie about?"" pile in a few years, just as Annie Hall has been.  If it had not been awarded this undeserved high honor, it could have sunken into the obscurity which is its fate with a little dignity.  Now it will always be remembered as the movie that made millions of people decide that Oscar was no longer worth watching."
A Beautiful Mind,2,0,0,"Until I learned how much was untrue, I loved it.","I do have to give credit to Ron Howard for trying so hard to show us the power of the mind to overcome all obstacles. Howard's heart was in the right place, but unfortunately, the movie failed to demonstrate the intended message. John Nash does not overcome his obstacles completely. In fact, he is not completely able to function until he does take medication. While his struggle is appreciated, he isn't fully able to overcome his daemons, leaving this viewer feeling only despair at the end of the movie."
A Beautiful Mind,2,0,0,Safe,"First of all, am i the only one who saw the microphone's in the movie? At least 4 times did i saw a microphone on the screen, my god ...  This picture is nominated for Best Film!!!It's a real shame that there wasn't more room in the script to show Mr. Nash's character.  The film let's you think that he has a real awfull character.Another thing that was very strange (except for the microphone's :-)), was the fact that Ms. Nash didn't age, or that it didn't look natural at all (especially the scene where Mr. Nash wins the Nobelprice).It's not all bad though, the movie touched me and i learned more about Mr. Nash.To end this, i like the idea of the movie, but they didn't do a good job to make it."
A Beautiful Mind,2,2,3,It didn't work for me,"I've ner seen such a laughable biopic than this one. I remember watching this when I was very young, and I thought of it as an okay movie back then, but boy this movie didn't age well.The script by Akiva Goldsmith is atotal mess. Let's start with the first Hollywood cliché: so no matter how unlikeable and unrelatable our protagonist is, and don't worry he's going to be a dick to everyone, but as long as he's a genius (or the chosen one) every other character in this film will want to be friends with him. What Jennifer Connelly's character finds so intriguing about this guy, shall forever be a mystery. I hope the real John Nash wasn't this piece of work, because the scripts bends itself backwards to make him as unlikeable as possible but everybody is written to like him,
Meanwhile the movie never bothers to ""show"" what makes Nash a genius, it always ""tells"" through other characters. His theory is never properly explored or his genius, he's apparently good at breaking codes by looking at numbers. ALright, let's go into M Night territory.The movie makes a hard turn and changes the pace to hard drama, but the way Crowe is directed, sometimes borders on the edges of comedy. Seriously there's a scene where his wife tells him that the family might be more important than his work. Hard cut to Crowe neglectfully holding his baby in the kitchen with a catatonic look, that was definitely a comedy cut and it had me howling. The direction is what you expect from Ron Howard: bland, dull but gets the job done. The budget is the only thing that prevents it from being a b-movie. Even the soundtrack by James Horner is pushing way too much. It's one of those films that try to pander so hard for the Oscars that you need a shower afterwards."
A Beautiful Mind,3,5,1,Hollywood dumbs down a fascinating biography,"Checking the requisite Oscar boxes, Ron Howard sanded off all the actual cruel edges of a genius suffering with very real and horrendous paranoid schizophrenia in a largely fictitious tale of how love can conquer all. Unfortunately, the Hollywood treatment conveniently ignored the hard realities of what was actually a fascinating biography of a man struggling a lifetime to balance his genius and madness, leaving viewers with an abundance of sanitized movie madness scenes, very little glimpses of genius, and a romantic relationship with no apparent basis. Read the book - would that the screenwriter and director had done so."
A Beautiful Mind,3,4,1,Typical Hollywood. (1st paragraph is spoiler free),"Kind of stinks.There is one great scene where Crowe comes up with his economic plan by trying to pick up women at a bar....but beyond that, it sort of stinks.The fault is mainly with Crowe and Connolly. Connolly has always had a hard time emoting and Crowe really only plays Crowe aide from the rare movie like ""The Insider."" The director did a great job aside of the lead, but really we have Crowe playing Crowe thinking he is the greatest actor on earth and, really, he should be playing John Nash.John Nash doesn't really make an appearance in the film at all, it is all Crowe and that just doesn't work for a biopic.Any other actor and it would have been as great as the fans make it out to be."
A Beautiful Mind,3,6,3,An Honest Review,"They managed to make it so that, indeed, until the middle of the movie nothing is clear (I speak for myself, maybe someone is smarter). It's even strange how many years his wife lived with him and even she couldn't notice how creepy his veneer whistles are! In this movie, you can beautifully see how limitless talent Russell Crowe - for two years, such a great game in such different movies (I mean Gladiator again.) Again, this movie can be traced in the desire and the outcome of their great American dream (yet he won recognition - Nobel Prize is not the weakest confirmation of that). I'm getting sidetracked again!Of course, you can say something bad about the movie, by and large, you will find no one to mark except for Russell Crowe in the movie, but again, this is just my opinion. A lot of people will say, ""How, how great was Jennifer Connelly!"" - I just don't like her!"
A Beautiful Mind,3,2,0,They,"I put off seeing this movie for quite some time because I didn't want to get caught up in the ""Beautiful Mind"" obsession.  But now that I have seen it, I wish I had used the time to do things that have more meaning, like reorganizing your sock drawer.  This is a manufactured film made expressly to win Oscars.  I have never seen as self-centered performance as Russell Crowe's.  Throughout the entire movie he might as well be saying ""I'm going to win an Oscar for playing this freak.  HA!""  He has no respect for the amazing man that he is playing, you can see that in his incredibly cliched movements that look like he read a book about what crazy people do, marked exactly where he was going to do these movements, and then executed them without thinking if this is the right time or if it makes sense for the character to do them then.  I was so relieved when he did not win the Oscar, but I didn't think Denzel Washington's performance in Training Day was all that spectacular, but it was more of a career award for him.  Russell Crowe, however, has had a career about as impressive as a box of hair.  Jennifer Connelly was just okay.  I didn't see anything spectacular or Oscar-worthy in her performance, she just sort of screamed and looked worried and disheveled.  The best picture Oscar could have gone to a much more deserving film like Moulin Rouge, instead of this heartless award trap.  The only description I can really give this movie is...blah.  3/10"
A Beautiful Mind,3,3,1,blah...,"It's hard to watch a film on real history when that history is skewed. Therefore, since this movie refuses to acknowledge important facts, it falls way short of anything worthwhile. Granted, a book is a book, a screenplay is a screenplay and a movie is a movie, and in the face of fiction, liberties may be taken, but when they altered in light of fact, then the whole work is subsequently meaningless. By no means should this film earn any praises come Oscar night - especially for Best Screenplay when it's far from it."
A Beautiful Mind,3,6,6,A Beautiful Skewed History,"I didn't like Beautiful Mind and I think it's a terribly overrated film. Crowe's performance is the only things that saves it for me.Basically this movie is one more Hollywood cliche - with the character depiction and development, the generic ending, the BORING generic music in the exact moments as expected. Perfectly tailored for mass consumption. The peak of all predictability was prof. Nash's speech when he receives the Nobel Prize - ""love is the essence"" - what a boring and unimaginative thing to say at the peak of your life. As a whole, this film adds absolutely nothing to the cinema world and does not deserve the high rating it has been given. (3 out of 10)"
A Beautiful Mind,3,4,3,Naaah...we've seen all this before.,"Let's see what they got right in this travesty:1. There was a mathematician named John Nash. 2. He did come up with something that was later called the ""Nash Equilibrium"". 3. He did go nuts. 4. He did (sort of) recover. 5. He did win the Nobel Prize.Pretty much everything else they got wrong.  They made his insanity much more interesting than the banality it really was.  They glossed over his first child born out of wedlock who he later abandoned.  They ignored the fact that his wife divorced him and never remarried him.  They turned his acceptance speech into a schlocky farce.When they say ""based on a true story"", shouldn't there be a significant fraction of truth present?"
